"job_count",title,"company_name",location,"source_url",schedule
1,"Trưởng Nhóm AI Engineer","CÔNG TY TNHH KỸ NGHỆ PHÚC ANH","- Hà Nội: 15 Xã Đàn, Phường Kim Liên (quận Đống Đa cũ)","https://www.topcv.vn/viec-lam/truong-nhom-ai-engineer/1942985.html","Giờ hành chính từ 8h00 – 17h15 từ Thứ 2 đến hết sáng thứ 7, nghỉ Chủ nhật, Lễ, Tết theo quy định."
1,"IT Senior Project Manager","Công ty Cổ phần GEM","- Hà Nội: Tòa The Nine, số 9 Phạm Văn Đồng, Phường Phú Diễn (quận Bắc Từ Liêm, quận Cầu Giấy cũ)","https://www.topcv.vn/viec-lam/it-senior-project-manager/1802977.html","Check in-out linh hoạt"
1,"Giảng Viên Khoa Công Nghệ Thông Tin","TRƯỜNG ĐẠI HỌC CÔNG NGHỆ ĐÔNG Á","- Hà Nội: Trường Đại học Công nghệ Đông Á, đường Phan Tây Nhạc, Phường Xuân Phương (quận Nam Từ Liêm cũ)","https://www.topcv.vn/viec-lam/giang-vien-khoa-cong-nghe-thong-tin/2000203.html","Đến trường khi có giờ giảng và đến trường 02 ngày/tuần để giải quyết các công việc hành chính, có chấm công theo quy trình chấm công của Trường. Thời gian làm việc có thể thay đổi để phù hợp với tình hình thực tế tại các thời điểm khác nhau."
1,"Commercial Product Specialist - 4 Năm Kinh Nghiệm - Thu Nhập Hấp Dẫn - Tại Hà Nội","Công ty TNHH Esoft Vietnam","- Hà Nội: Han Viet Tower, 348 Kim Nguu, Minh Khai, Phường Hai Bà Trưng (quận Hai Bà Trưng cũ)","https://www.topcv.vn/viec-lam/commercial-product-specialist-4-nam-kinh-nghiem-thu-nhap-hap-dan-tai-ha-noi/2147293.html","Monday- Friday, Flexible working hour"
1,"IT Support Engineer (Open For Fresher - English Fluent - Up To 26M)","Công ty TNHH ITECHWX","- Hồ Chí Minh: The Sun Avenue building 28 Mai Chi Tho, Phường An Phú (Thành phố Thuận An cũ)","https://www.topcv.vn/viec-lam/it-support-engineer-open-for-fresher-english-fluent-up-to-26m/2135568.html","Working time: Rotation Shift, including: 5 days a week, 9 hours per day, including 8 working hours and 1 hour for rest"
1,"Content Creator (Ads – Mobile App)","CÔNG TY TNHH ĐẦU TƯ VUCAPITAL","- Hà Nội: Vũ Trọng Phụng, Phường Thanh Xuân (quận Thanh Xuân cũ)","https://www.topcv.vn/viec-lam/content-creator-ads-mobile-app/2141829.html","- Hình thức làm việc giai đoạn đầu: Remote Full-time, sau vài tháng sẽ làm Offline tại VP;
- Thời gian làm việc: 7h/ngày, Sáng Thứ 2 - Sáng T7 hàng tuần (9h00-12h00, Chiều 13h30-17h30) - Sáng T7 làm Remote."
1,"Kỹ Thuật Viên Setup STUDIO LiveStream","CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI TRÍ KENBI ENTERTAINMENT","- Hồ Chí Minh: 951 Phạm Văn Bạch, Phường An Hội Tây (quận Gò Vấp cũ)","https://www.topcv.vn/viec-lam/ky-thuat-vien-setup-studio-livestream/2135560.html","Partime theo Jobs"
1,"Giáo Viên FullTime Sư Phạm/Lập Trình/Kỹ Thuật/Điện Tử Dạy Stem [Hồ Chí Minh/Bình Dương]","CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS","- Hồ Chí Minh: Phường Bình Dương (Thành phố Tân Uyên, Thành phố Thủ Dầu Một cũ)","https://www.topcv.vn/viec-lam/giao-vien-fulltime-su-pham-lap-trinh-ky-thuat-dien-tu-day-stem-ho-chi-minh-binh-duong/1720479.html","Đăng kí theo ca lịnh hoạt. Làm việc 44h/tuần tương đương 11ca/tuần (Nghỉ 1,5 ngày/tuần)
Ca sáng: 8h00-12h00;
Ca chiều: 13h00-17h00;
Ca tối: 17h00-21h00."
1,"Giáo Viên FullTime Sư Phạm/Lập Trình/Kỹ Thuật/Điện Tử Dạy Stem [Hồ Chí Minh/Bình Dương]","CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS","- Hồ Chí Minh: Phường Bình Tân (quận Bình Tân cũ)","https://www.topcv.vn/viec-lam/giao-vien-fulltime-su-pham-lap-trinh-ky-thuat-dien-tu-day-stem-ho-chi-minh-binh-duong/1720479.html","Đăng kí theo ca lịnh hoạt. Làm việc 44h/tuần tương đương 11ca/tuần (Nghỉ 1,5 ngày/tuần)
Ca sáng: 8h00-12h00;
Ca chiều: 13h00-17h00;
Ca tối: 17h00-21h00."
1,"Giáo Viên FullTime Sư Phạm/Lập Trình/Kỹ Thuật/Điện Tử Dạy Stem [Hồ Chí Minh/Bình Dương]","CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS","- Hồ Chí Minh: Phường Tân Phú (quận Tân Phú cũ)","https://www.topcv.vn/viec-lam/giao-vien-fulltime-su-pham-lap-trinh-ky-thuat-dien-tu-day-stem-ho-chi-minh-binh-duong/1720479.html","Đăng kí theo ca lịnh hoạt. Làm việc 44h/tuần tương đương 11ca/tuần (Nghỉ 1,5 ngày/tuần)
Ca sáng: 8h00-12h00;
Ca chiều: 13h00-17h00;
Ca tối: 17h00-21h00."
1,"Giáo Viên FullTime Sư Phạm/Lập Trình/Kỹ Thuật/Điện Tử Dạy Stem [Hồ Chí Minh/Bình Dương]","CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS","- Hồ Chí Minh: Phường Bình Thạnh (quận Bình Thạnh cũ)","https://www.topcv.vn/viec-lam/giao-vien-fulltime-su-pham-lap-trinh-ky-thuat-dien-tu-day-stem-ho-chi-minh-binh-duong/1720479.html","Đăng kí theo ca lịnh hoạt. Làm việc 44h/tuần tương đương 11ca/tuần (Nghỉ 1,5 ngày/tuần)
Ca sáng: 8h00-12h00;
Ca chiều: 13h00-17h00;
Ca tối: 17h00-21h00."
1,"Giáo Viên FullTime Sư Phạm/Lập Trình/Kỹ Thuật/Điện Tử Dạy Stem [Hồ Chí Minh/Bình Dương]","CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS","- Hồ Chí Minh: Phường Gò Vấp (quận Gò Vấp cũ)","https://www.topcv.vn/viec-lam/giao-vien-fulltime-su-pham-lap-trinh-ky-thuat-dien-tu-day-stem-ho-chi-minh-binh-duong/1720479.html","Đăng kí theo ca lịnh hoạt. Làm việc 44h/tuần tương đương 11ca/tuần (Nghỉ 1,5 ngày/tuần)
Ca sáng: 8h00-12h00;
Ca chiều: 13h00-17h00;
Ca tối: 17h00-21h00."
1,"Giáo Viên FullTime Sư Phạm/Lập Trình/Kỹ Thuật/Điện Tử Dạy Stem [Hồ Chí Minh/Bình Dương]","CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS","- Hồ Chí Minh: Phường Phú Nhuận (quận Phú Nhuận cũ)","https://www.topcv.vn/viec-lam/giao-vien-fulltime-su-pham-lap-trinh-ky-thuat-dien-tu-day-stem-ho-chi-minh-binh-duong/1720479.html","Đăng kí theo ca lịnh hoạt. Làm việc 44h/tuần tương đương 11ca/tuần (Nghỉ 1,5 ngày/tuần)
Ca sáng: 8h00-12h00;
Ca chiều: 13h00-17h00;
Ca tối: 17h00-21h00."
1,"Designer/Retoucher Thẩm Mỹ","HỘ KINH DOANH VIỆN PHUN XĂM MĂNG BEAUTY","- Hồ Chí Minh: 534–536 Điện Biên Phủ (Q.10 cũ), Phường Vườn Lài (Quận 10 cũ)","https://www.topcv.vn/viec-lam/designer-retoucher-tham-my/2134647.html","10-19h"
1,"Process Quality Assurance","Công ty TNHH Yopaz","- Hà Nội: Số 1 Thái Hà, Phường Đống Đa (quận Đống Đa cũ)","https://www.topcv.vn/viec-lam/process-quality-assurance/2140725.html","linh hoạt giờ check-in từ 8:00 - 9:00"
1,"Chuyên Viên Vận Hành Công Nghệ (NOC)","Công ty Cổ phần Viễn thông ASIM","- Hà Nội: 82 Duy Tân, Phường Cầu Giấy (quận Cầu Giấy cũ)","https://www.topcv.vn/viec-lam/chuyen-vien-van-hanh-cong-nghe-noc/2048376.html","Làm việc theo ca theo sự phân công của trưởng đơn vị."
1,"Kỹ Sư Phần Mềm Hệ Thống Điều Khiển (C#)","CÔNG TY TNHH VTI EDUCATION","- Nhật Bản","https://www.topcv.vn/viec-lam/ky-su-phan-mem-he-thong-dieu-khien-c/2000152.html","Làm việc trong giờ hành chính tại Nhật Bản (Trao đổi thêm khi phỏng vấn)"
1,"Graphic Designer (Lĩnh Vực EdTech)","CÔNG TY CỔ PHẦN CÔNG NGHỆ MARATHON EDUCATION","- Hồ Chí Minh: 29 Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây (quận Bình Thạnh cũ)","https://www.topcv.vn/viec-lam/graphic-designer-linh-vuc-edtech/2055089.html","Thứ 2 đến Thứ 6 (09h00 đến 18h00 - Nghỉ trưa từ 12h00 đến 13h00) và Thứ 7 (09h00 đến 13h00 - Work From Home)"
1,"Nhân Viên Ngôn Ngữ Dữ Liệu - Tiếng Việt (Không Yêu Cầu Kinh Nghiệm, Tiếng Anh Đọc Hiểu)","CÔNG TY TNHH APPEN DATA TECHNOLOGY VIỆT NAM","- Hà Nội: Sunshine Center, 16 Phạm Hùng, Phường Từ Liêm (quận Nam Từ Liêm cũ)","https://www.topcv.vn/viec-lam/nhan-vien-ngon-ngu-du-lieu-tieng-viet-khong-yeu-cau-kinh-nghiem-tieng-anh-doc-hieu/2122765.html","Thời gian làm việc: 8:00 – 17:00, 5 ngày/tuần (nghỉ 2 ngày liên tiếp/tuần), nghỉ trưa 1 tiếng"
1,"CVCC Vận Hành Ứng Dụng-Application Support Level 2","Công ty CP Kinh doanh F88","- Hà Nội: (Tất cả phường)","https://www.topcv.vn/viec-lam/cvcc-van-hanh-ung-dung-application-support-level-2/2123306.html","thoải mái, tự chủ động trong công việc Áp dụng mô hình phát triển phần mềm theo Agile, Scrum Được tiếp cận với các Công nghệ hiện tại tiên tiến nhất trên thế giới hiện nay Môi trường làm việc cởi mở và năng động với các giá trị cốt lõi sâu sắc truyền cảm hứng làm việc đến nhân viên Khuyến khích trao đổi ý tưởng, đề cao sự sáng tạo trong công việc Cơ hội tham gia gắn kết với tập thể thông qua các hoạt động văn hóa sôi động: Teambuilding, Tất niên, 8/3, 20/10, Giáng sinh... 3. Cơ hội phát triển: F88 cam kết cho bạn nền tảng vững chắc để học hỏi và phát triển. Tham gia đào tạo bài bản, chuyên nghiệp từ Học viện F88. Sẵn sàng trao quyền, cơ hội đột phá cho nhân viên. Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: (Tất cả phường)"
1,"Kỹ Sư Giám Sát Hạ Tầng Mạng (Junior NOC Engineer)","Công ty cổ phần Hạ tầng Viễn thông CMC Telecom","- Hồ Chí Minh: CMC Creative Space - KCX Tân Thuận Q7 (Trụ sở miền Nam (Quận 7 cũ), Phường Tân Thuận (Quận 7 cũ)","https://www.topcv.vn/viec-lam/ky-su-giam-sat-ha-tang-mang-junior-noc-engineer/2019913.html","Vị trí làm việc theo mô hình trực ca. Trong một tuần sẽ có 4 ca trực. Thời gian giữa các ca trực cách nhau 24 tiếng. Có 2 loại ca trực: Ca sáng và Ca tối. Ca sáng: 8h - 18h và Ca tối: 18h - 8h. Một ca trực có ít nhất 2 kỹ sư cùng công tác."
1,"Giảng Viên Ngành Công Nghệ Thông Tin","TRƯỜNG ĐẠI HỌC YERSIN ĐÀ LẠT","- Lâm Đồng: 27 Tôn Thất Tùng, Phường Lâm Viên - Đà Lạt (Thành phố Đà Lạt cũ)","https://www.topcv.vn/viec-lam/giang-vien-nganh-cong-nghe-thong-tin/1443468.html","Thời gian làm việc của giảng viên trong năm học là 44 tuần (tương đương 1.760 giờ hành chính) để thực hiện nhiệm vụ giảng dạy, nghiên cứu khoa học, phục vụ cộng đồng và thực hiện các nhiệm vụ chuyên môn khác."
1,"3D Artist(Game/VR) - Animation/Game Design - Salary 20–25M, District 7, Ho Chi Minh City","CÔNG TY TNHH SERVICE ONE GLOBAL","- Hồ Chí Minh: Phú Mỹ Hưng, Phường Tân Mỹ (Quận 7 cũ)","https://www.topcv.vn/viec-lam/3d-artistgame-vr-animation-game-design-salary-2025m-district-7-ho-chi-minh-city/2061926.html","Monday – Friday | 9:00 AM – 5:00 PM"
1,"Thực Tập Kinh Doanh/ Tư Vấn (Sales)","Công ty TNHH Công nghệ ZLINK Việt Nam","- Hà Nội: Pháo Đài Láng, Phường Láng (quận Đống Đa cũ)","https://www.topcv.vn/viec-lam/thuc-tap-kinh-doanh-tu-van-sales/1092406.html","linh hoạt; - Thu nhập hấp dẫn, lương + % hoa hồng + thưởng; - Thưởng lễ tết; thưởng theo quý,.... - Được tham gia các khóa đào tạo kỹ năng & nghiệp vụ của công ty; - Được làm việc trong môi trường văn hóa doanh nghiệp trẻ, năng động, thân thiện và chuyên nghiệp. Địa điểm làm việc (đã được cập nhật theo Danh mục Hành chính mới - thêm quận/huyện cũ tương ứng để dễ dàng tra cứu) - Hà Nội: Pháo Đài Láng, Phường Láng (quận Đống Đa cũ)"
1,"Thiết Kế (Thẩm Mỹ, Spa, Nha Khoa)","Công ty TNHH Zei Group","- Hà Nội: 19 Lê Văn Lương, Phường Thanh Xuân (quận Thanh Xuân cũ)","https://www.topcv.vn/viec-lam/thiet-ke-tham-my-spa-nha-khoa/1671124.html","Từ 08h30 - 17h30, nghỉ trưa từ 12h00 - 13h00, nghỉ 4 ngày/tháng"
1,"Nhân Viên IT Support","Công ty CP Vacxin Việt Nam","- Nghệ An: VNVC Diễn Châu, Xã Diễn Châu (huyện Diễn Châu cũ)","https://www.topcv.vn/viec-lam/nhan-vien-it-support/2129090.html","- 08h-17h hàng ngày
- Nghỉ 1 ngày thường trong tuần"
1,"Nhân Viên IT Support","Công ty CP Vacxin Việt Nam","- Nghệ An: VNVC Đô Lương, Xã Đô Lương (huyện Đô Lương cũ)","https://www.topcv.vn/viec-lam/nhan-vien-it-support/2129090.html","- 08h-17h hàng ngày
- Nghỉ 1 ngày thường trong tuần"
1,"Nhân Viên IT Support","Công ty CP Vacxin Việt Nam","- Hưng Yên: VNVC Phố Nối, Phường Mỹ Hào (Thị xã Mỹ Hào cũ)","https://www.topcv.vn/viec-lam/nhan-vien-it-support/2129090.html","- 08h-17h hàng ngày
- Nghỉ 1 ngày thường trong tuần"
1,"Nhân Viên IT Support","Công ty CP Vacxin Việt Nam","- Hải Phòng: VNVC Hải Dương, Phường Hải Dương (Thành phố Hải Dương cũ)","https://www.topcv.vn/viec-lam/nhan-vien-it-support/2129090.html","- 08h-17h hàng ngày
- Nghỉ 1 ngày thường trong tuần"
1,"Nhân Viên Giám Sát Camera (An Ninh Nội Bộ)","Công ty Cổ phần Visaho","- Hà Nội: Tòa văn phòng Capital Place - 29 Liễu Giai, Phường Ba Đình (quận Ba Đình cũ)","https://www.topcv.vn/viec-lam/nhan-vien-giam-sat-camera-an-ninh-noi-bo/2078785.html","Làm ca 8 tiếng: 6h-14h; 14h-22h; 22h-6h
Làm xoay ca; nghỉ 1 buổi/tuần."
